,query,carb
6813,"A large microwavable bowl of whole grain pasta with cream sauce, seafood, and vegetables.",67.5273
6814,"A whole chuck eye roast, boneless, raw, and trimmed to 0"" fat from America's Beef Roast.",0.0
6815,One package of regular banana pudding dry mix with oil added.,77.792
6816,"One jar of baby food containing bananas, pineapple, and tapioca.",31.28
6817,"One cup of chow mein or chop suey without noodles, and an unspecified type of meat.",8.448
6818,One cup of chopped raw chicory greens.,1.363
6819,"One large slice of boiled, drained onions without salt.",3.248
6820,A miniature barbecue beef sandwich on a wheat bun.,21.231
6821,One baked chicken wing.,0.0
6822,One large microwavable bowl of whole grain pasta with cream sauce and added vegetables.,67.3218
6823,One tablespoon of multipurpose shortening made from hydrogenated soybean and palm oils.,0.0
6824,1 pound of raw giblets from a broiler chicken.,0.414
6825,1 ounce of cooked kidney beans with fat.,15.2568
6826,"One package of instant beef gravy, 16 oz.",277.394
6827,8 pods of boiled okra with a bit of salt.,3.8335
6828,One cup of margarine-like vegetable oil spread with 20% fat and salt.,0.96
6829,4 oz of raw New Zealand beef tongue.,0.0
6830,One cup of white rice with vegetables and a soy-based sauce that has no added fat.,51.3315
6831,One serving box of Muscle Milk ready-to-drink nutritional shake.,12.4032
6832,1 oz of corned beef.,0.094
6833,One whole baked or broiled haddock fish.,32.718
6834,Half a cooked chum salmon fillet.,0.0
6835,One dried cherry.,0.8045
6836,One soft gluten-free pretzel.,51.4425
6837,One medium no-bake chocolate cookie with oatmeal and coconut.,20.61
6838,"4 oz jar of Gerber baby food, apple and sweet potato flavor.",17.289
6839,One Gamesa Sabrosas cream cracker.,2.00105
6840,"One large roasted potato with butter, unpeeled.",61.35
6841,One cup of hydrogenated palm kernel oil.,0.0
6842,One slice of bruschetta served as an appetizer.,9.1676
6843,1 fluid ounce of brewed espresso.,0.49432
6844,Three lower fat chocolate chip cookies.,22.9466
6845,One snack-size slice of high protein bread.,5.694
6846,"One thick crust frozen pizza topped with meat and vegetables, cut into one square inch portions.",2.21606
6847,"1 fl oz of fruit punch made with fruit juice and soda, served with ice.",3.3542
6848,"One package of TWIX Caramel Cookie Bars, 2.06 oz, contains 2 bars.",37.584
6849,One piece of fruit candy.,1.716
6850,One medium caffeine-free lemon-lime soda.,70.335
6851,3 oz slice of bone-in cured ham with separable lean.,2.397
6852,"1 ounce of lightly salted, oil-roasted almonds, approximately 22 whole kernels.",5.01228
6853,1 oz of frozen French toast.,9.10035
6854,One cup of melted cheddar cheese.,8.2228
6855,A thick ribeye steak with a good mixture of lean meat and fat.,0.0
6856,"An egg omelet with meat and tomatoes, cooked without any added fat.",1.395
6857,"4 oz of raw New Zealand imported tenderloin beef, separable lean part.",0.0
6858,One 10.5 oz can of reduced sodium chicken broth.,1.1324
6859,4 oz of raw chuck beef.,0.1808
6860,One small raw potato with the skin on.,29.733
6861,One slice of coated pork chop.,2.16
6862,3 oz of boiled New Zealand imported manufacturing beef.,0.0
6863,One medium whole grain white submarine roll.,49.29
6864,4 oz of raw fresh pork tenderloin.,0.0
6865,"3 oz of cured bone-in ham from the shank, served cold.",0.255
6866,A cup of canned cherries.,46.975
6867,A soft breadstick made with garlic and parmesan cheese.,19.1264
6868,"A raw steak from beef chuck, specifically the shoulder clod top blade, trimmed to 0"" fat.",0.0
6869,One cup of SWEET BABY RAY'S original barbecue sauce.,129.024
6870,One cup of canned tomato soup made with equal amounts of low-fat (2%) milk.,24.7464
6871,A cup of bite-sized flavored crackers with butter.,36.78
6872,One medium ear of raw sweet white corn.,17.118
6873,One cup of raw mature soybeans.,56.0976
6874,One regular lean pork chop.,0.0
6875,A regular sub sandwich with various meats.,48.125
6876,One cup of fruit syrup.,284.3342
6877,One packet of fat-free Italian dressing.,3.85
6878,One cup of raw passion fruit.,55.1768
6879,"One cup of Sambar, a vegetable stew.",29.264
6880,One thick T-bone steak with both lean and fatty parts.,0.0
6881,One small spear of reduced sodium dill cucumber pickles.,0.8435
6882,"A cup of canned asparagus, drained.",5.9532
6883,3 ounces of cooked stewing chicken.,0.0
6884,"A snack size microwavable tray of Spaghettios pasta with tomato-based sauce, meat, and vegetables.",31.433
6885,A cooked piece of rib beef with 1/8 inch of fat trimmed.,0.0
6886,A cup of potato from Puerto Rican chicken fricassee with sauce.,35.088
6887,One cooked cauliflower floweret.,0.6526000000000001
6888,A quarter cup of reduced sodium soy sauce made from hydrolyzed vegetable protein.,8.3752
6889,"One large cinnamon Danish pastry, 7 inches in diameter.",63.332
6890,"4 oz of fresh raw pork shoulder, including both lean meat and fat.",0.0
6891,One large chicken salad sandwich on wheat.,45.927
6892,1 oz of no-bake coconut cream pie made from a mix.,8.07975
6893,A serving of gluten-free pretzels made from cornstarch and potato flour.,23.586
6894,8 raw farmed crayfish.,0.0
6895,One small popcorn cake.,1.602
6896,"10 oz package of frozen unprepared summer squash, specifically zucchini with the skin on.",10.1672
6897,One cooked floweret of broccoli.,0.633
6898,"One cup of Puerto Rican style rice with chicken, bone removed.",49.298
6899,One large raw mixed species clam.,0.714
6900,1 fl oz of unsweetened canned or bottled apple juice with added ascorbic acid.,3.503
6901,One cup of canned fish.,0.0
6902,1 cup of reduced sodium prepackaged or deli beef luncheon meat.,0.896
6903,1 fl oz of Enfamil Gentlease infant formula made with bottled water.,2.21125
6904,1 fl oz of cantaloupe nectar with ice.,4.8484
6905,1 fl oz of 100% carrot juice without ice.,22.272
6906,One Egg McMuffin from McDonald's.,27.3042
6907,"One raw chicken drumstick, skinless.",0.0
6908,"3 oz of boneless beef chuck under blade pot roast, cooked and braised.",0.0
6909,1 fluid ounce of bottled chocolate milkshake.,6.3116
6910,One square of low sodium cheese cracker.,0.582
6911,One cup of cooked hyacinth beans with salt.,8.004
6912,One cup of chunky chicken noodle soup from a can.,10.8378
6913,One cup of chicken or turkey salad with light Italian dressing.,10.961
6914,3 oz slice of bone-in cured ham with both lean and fat.,0.1785
6915,1 oz of strained chicken baby food.,0.02835
6916,"1 ounce of almonds, approximately 23 whole kernels.",6.109425
6917,15 pieces of HEATH BITES candies.,24.7221
6918,One cup of cooked okra.,12.804
6919,A cup of chili con carne with beans and cheese.,31.8516
6920,One cup of decaffeinated Cafe Mocha coffee.,25.3704
6921,"One cup of cooked navy beans, boiled without salt.",47.411
6922,Grilled boneless tenderloin steak trimmed to zero fat.,0.0
6923,One fresh Australian lamb rib chop.,0.0
6924,One red velvet cupcake.,48.924
6925,10 Goldfish baked snack crackers in cheddar flavor.,3.4424
6926,One cup of SoBe Energize Energy Juice Drink.,27.9496
6927,"A raw Pacific cod fillet, potentially previously frozen.",0.0
6928,One cup of meat pupusa.,39.134
6929,A cup of sweet rice cooked with honey.,54.46
6930,A movie theater size chocolate candy with cereal.,127.746
6931,A teaspoon of instant regular coffee powder.,0.754
6932,"A cup of boiled and drained edible-podded peas, unsalted.",11.28
6933,One piece of ravioli with no filling and no sauce.,2.9835000000000003
6934,"4 oz of raw choice beef short ribs, including both lean and fat portions.",0.452
6935,One thin slice of commercially prepared white bread.,9.884
6936,One medium slice of multigrain bread with raisins.,11.2656
6937,One slice of cracked-wheat bread.,12.375
6938,1 oz dry oatmeal made with non-dairy milk and no added fat.,24.684
6939,"One slice of bread, crust not included.",19.6854
6940,Half a cup of prepared dry mix bread stuffing.,18.84
6941,"One cooked leg of chicken, stewed.",0.0
6942,1 fl oz of pear nectar with ice.,4.8856
6943,One sprig of raw cress.,0.055
6944,A choice raw chuck steak trimmed to 0 inches of fat.,0.0
6945,One cup of uncooked dried chipped beef.,3.3396
6946,"One cup of ready-to-heat pasta with cream sauce, seafood, and vegetables.",42.075
6947,One piece of homemade truffle candy.,5.3856
6948,"One cup of boiled young cowpea pods with seeds, seasoned with salt.",6.65
6949,"4 oz of raw chuck beef, consisting of lean meat and some fat.",0.2373
6950,"One lamb shoulder chop weighing 160 grams, trimmed to 1/4 inch fat.",0.0
6951,One regular raw pepper.,6.156
6952,"One grilled boneless chuck eye steak trimmed to 0"" fat.",0.0
6953,Half an English muffin with cheese pizza and some fruit on a thick crust.,18.7697
6954,One cup of egg salad with mayonnaise dressing.,8.7246
6955,One large raw leaf of iceberg lettuce.,0.4455
6956,"1.41 oz of dry ramen noodle soup, half a noodle block, reduced fat and sodium.",28.38
6957,One cup of regular Italian salad dressing.,28.482
6958,"One cup of sweet white corn from a can, vacuum-packed, no salt added.",40.824
6959,One can of mushroom soup made with meat broth and prepared with water.,11.468
6960,"One whole cooked artichoke, with no added fat.",14.292
6961,One cup of sausage and peppers without sauce.,5.0204
6962,One piece of ribeye steak with a mix of lean meat and fat.,0.0
6963,1 tablespoon of salted butter.,0.00852
6964,One cup of carob-flavor beverage mix with whole milk.,22.2208
6965,One cup of homemade Mexican-style chicken or turkey vegetable soup served with rice.,18.513
6966,A cut piece of fresh green beans cooked with butter.,0.1408
6967,1 fl oz of mature human milk.,2.12212
6968,"An egg omelet with meat, tomatoes, dark-green vegetables, and a bit of fat.",1.387
6969,"Half a cup of canned carrots, no salt added.",6.5928
6970,"4 oz piece of raw boneless beef shoulder pot roast, trimmed of fat.",0.1243
6971,One Tiger's Milk nutrition bar.,19.761
6972,One cup of sesame oil is used for cooking.,0.0
6973,Half a cup of canned condensed tomato rice soup.,22.0332
6974,A gordita filled with cheese.,27.8625
6975,"One teaspoon of low sodium shoyu, made from soy and wheat.",0.25155
6976,One cup of beef with rice and assorted vegetables topped with mushroom sauce.,39.1677
6977,A cup of sausage and rice topped with cheese sauce.,34.0136
6978,"One cup of cooked, diced rotisserie chicken leg (drumstick and thigh, skin not included).",0.0
6979,"One tablespoon of raw coconut milk, consisting of liquid extracted from grated coconut meat and water.",0.8310000000000001
6980,A cup of fresh collard greens cooked with butter.,7.6275
6981,4 oz of fresh boneless center loin pork chops.,0.0
6982,"One cup of roasted potatoes made from fresh potatoes, eaten with the peel.",32.128
6983,One fun size chocolate candy with cream filling.,12.06
6984,One quart of fluid goat milk with added vitamin D.,43.432
6985,"One cup of oil-roasted sunflower seed kernels, unsalted.",30.9015
6986,One cup of canned carrots cooked with oil.,8.608
6987,One gluten-free flavored hard pretzel stick.,0.7769
6988,"One tablespoon of baby fruit, vegetables, and meat.",2.121
6989,One footlong chili hot dog sandwich on a wheat bun.,50.0071
6990,One 6.5 fl oz bottle of light coffee.,11.5245
6991,3 oz of roasted boneless cured ham.,0.0
6992,1 oz of VAULT energy drink with a citrus flavor.,4.0269
6993,One slice of sandwich steak made from beef.,0.0
6994,One 1 oz low-fat blueberry muffin.,14.189175
6995,1 oz of Mexican queso asadero cheese.,1.170855
6996,5 fl oz of Carignane red table wine.,3.528
6997,One cup of shredded raw red cabbage.,5.159
6998,A sandwich with jelly on wheat bread.,55.23
6999,A cup of sliced raw gala apples with the skin on.,14.9112
7000,"3 ounces of cooked ground beef, 80% lean and 20% fat, crumbled and pan-browned.",0.0
7001,One tablespoon of black bean sauce.,2.7776
7002,1 fl oz of oatmeal beverage mixed with milk.,4.7926
7003,One water cracker.,2.1843
7004,One large single serving bag of bagel chips.,56.406
7005,One chocolate and vanilla sandwich cookie.,9.94
7006,One cup of wilted lettuce with bacon dressing.,3.1
7007,A piece of raw boneless chuck eye country-style beef ribs.,0.0
7008,"4 oz piece of boneless chuck pot roast, fat trimmed.",0.0
7009,A medium serving of french fries fried in vegetable oil.,48.4848
7010,"One whole leg of lamb, 1 lb, trimmed to 1/8 inch of fat.",0.0
7011,A small drink of 16 fl oz low calorie carbonated cola with aspartame and no caffeine.,0.5688
7012,One 4 fl oz bottle of Gerber Second Foods apple-banana juice.,15.375
7013,A regular chocolate cupcake with chocolate icing.,47.025
7014,A cooked braised beef chuck under blade steak.,0.0
7015,"One burrito bowl from NFS, any size.",28.512
7016,3 oz of fried chicken breast with batter.,7.6415
7017,1 fl oz of mixed fruit juice baby food.,3.6504
7018,One piece of pumpkin cake.,103.16
7019,One serving of Italian lasagna with meat.,51.9152
7020,Half a cup of canned condensed oyster stew.,4.0836
7021,One slice of pasteurized process American cheese spread.,2.9682
7022,One bottle of pear juice baby food.,14.825
7023,One tablespoon of flaxseed oil containing sliced flaxseed.,0.05343
7024,One tablespoon of light ranch dressing.,1.05
7025,"A cooked, fried chicken breast with skin from a pound of ready-to-cook chicken.",0.9676
7026,One thick sirloin steak.,0.0
7027,"One plain, unsalted brown rice cake.",7.335
7028,"One cup of beef broth soup, made with bouillon and an equal volume of water.",1.7593
7029,1 teaspoon of safflower oil.,0.0
7030,One fried corn flour patty.,4.118
7031,1 cup of yellow self-rising cornmeal with added wheat flour and enrichment.,124.831
7032,A snack-size slice of bread with onion topping.,4.432
7033,One tablespoon of animal fat or drippings.,0.0
7034,One 2.6 oz SPECIAL DARK chocolate bar.,44.1577
7035,One cup of cooked cress.,8.022
7036,One cup of RALSTON TASTEEOS.,21.2688
7037,A small single serving bag of bean chips.,14.8736
7038,One small flounder fillet that has been baked and coated.,7.011
7039,1 ounce of boneless kippered Atlantic herring.,0.0
7040,1 fl oz of lactose-free low-fat milk.,1.5799
7041,One full circle chicken quesadilla.,38.192
7042,One Pfeffernusse cookie.,16.5828
7043,One cup of unsweetened white grapefruit juice made from frozen concentrate and diluted with water.,24.0331
7044,One slice of French bread.,72.1132
7045,One cubic inch of steamed haddock fish.,0.0
